Name	Type	Subtype	F X-Ray	F X-Ray Error	B	B Error	V	V Error	R	R Error	I	I Error	F IR	F IR Error	F Radio / mJy	F Radio Error	F Radio Freq GHz	T|R-O| (UT)
113214.17+101014.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.01	18.25	0.019	0	0	15.957	0.268	2.21017289695	0	1.4	1
113220.01+335114.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.129	0.0	0.022	19.499	0.024	0	0	0	0	1.42963854529	0	1.4	1
113222.19+514655.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.066	0.0	0.039	20.247	0.03	0	0	0	0	3.23911411726	0	1.4	1
113227.95+433026.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.021	18.918	0.028	0	0	0	0	5.19070382047	0	1.4	1
113245.62+003427.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.019	18.113	0.014	0	0	13.566	0.052	469.057677562	0	1.4	1
113246.37+374056.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.015	18.068	0.021	0	0	15.306	0.154	1.06961195634	0	1.4	1
113248.90-032959.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.043	19.25	0.02	0	0	0	0	19.196685457	0	1.4	1
113250.84-002001.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.019	19.475	0.021	0	0	0	0	14.0872508763	0	1.4	1
113251.11+541031.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.024	19.284	0.023	0	0	17.411	17.411	90.2040940101	0	1.4	1
113251.53+150127.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.066	0.0	0.021	19.22	0.026	0	0	15.901	0.256	1.23034313094	0	1.4	1
113259.49+102342.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.013	0.0	0.012	17.094	0.02	0	0	14.534	0.113	610.978951575	0	1.4	1
113259.74+420838.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.079	0.0	0.027	20.034	0.029	0	0	17.153	17.153	1.57045772049	0	1.4	1
113303.03+001548.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.021	18.629	0.013	0	0	0	0	214.993954957	0	1.4	1
113303.86+370457.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.015	18.29	0.015	0	0	16.083	0.28	16.1445613218	0	1.4	1
113314.43+515409.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.053	0.0	0.06	19.988	0.027	0	0	0	0	9.85431064863	0	1.4	1
113314.75+281159.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.034	17.457	0.019	0	0	15.037	0.096	9.72806018742	0	1.4	1
113316.82+270914.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.063	0.0	0.03	20.249	0.026	0	0	0	0	2.64988025374	0	1.4	1
113317.04+281440.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.07	0.0	0.038	19.807	0.025	0	0	0	0	26.0391167553	0	1.4	1
113319.87+293701.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.4	0.0	0.088	21.57	0.064	0	0	15.97	0.25	3.57129930216	0	1.4	1
113320.91+043255.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.02	18.018	0.02	0	0	15.252	0.207	4.93885469329	0	1.4	1
113323.02+603500.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.051	18.748	0.014	0	0	15.994	0.322	5.64971120836	0	1.4	1
113324.78+323449.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.03	0.0	0.016	18.098	0.021	0	0	16.087	0.276	13.1348842184	0	1.4	1
113328.06+433325.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.02	18.702	0.02	0	0	15.34	0.205	10.3568157212	0	1.4	1
113336.36+460145.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.043	0.0	0.025	19.963	0.027	0	0	0	0	20.7217413692	0	1.4	1
113341.29-005740.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.075	0.0	0.028	19.388	0.024	0	0	15.586	0.218	1.30024816312	0	1.4	1
113348.04-001122.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.647	0.0	0.031	19.951	0.023	0	0	0	0	8.51189482843	0	1.4	1
113352.90+134451.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.046	0.0	0.022	19.544	0.02	0	0	16.168	0.25	2.37917423967	0	1.4	1
113412.45+504845.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.019	19.184	0.023	0	0	17.603	17.603	1.02997396945	0	1.4	1
113413.27+385117.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.09	0.0	0.032	20.347	0.026	0	0	15.849	0.245	40.4786713401	0	1.4	1
113420.66+062133.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.027	18.447	0.014	0	0	16.682	16.682	4.02926887392	0	1.4	1
113426.39+125215.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.021	18.798	0.025	0	0	14.978	0.094	4.199777175	0	1.4	1
113427.08+100112.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.059	0.0	0.018	18.447	0.017	0	0	14.571	0.098	1.65968721649	0	1.4	1
113431.71+251448.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.014	0.0	0.024	17.771	0.019	0	0	15.959	0.272	1.28951455632	0	1.4	1
113434.52-033726.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.021	0.0	0.019	18.416	0.019	0	0	14.986	0.133	5.87795489175	0	1.4	1
113442.96-005130.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.046	0.0	0.027	20.032	0.023	0	0	0	0	8.97069825996	0	1.4	1
113445.83+431857.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.147	0.0	0.032	19.326	0.017	0	0	15.159	0.132	27.3921580546	0	1.4	1
113447.34+100736.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.017	17.823	0.018	0	0	14.959	0.151	5.54148610899	0	1.4	1
113451.93+180757.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.051	0.0	0.026	18.229	0.018	0	0	17.294	17.294	6.76746859259	0	1.4	1
113454.49+300526.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.016	18.51	0.026	0	0	15.608	0.222	306.214850544	0	1.4	1
113457.62+255527.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.027	16.819	0.02	0	0	15.095	0.129	30.3128135977	0	1.4	1
113505.01+421831.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.061	0.0	0.023	19.998	0.025	0	0	15.96	0.236	3.15955739468	0	1.4	1
113506.61+454729.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.04	0.0	0.031	19.206	0.021	0	0	0	0	4.73834031171	0	1.4	1
113511.79+351452.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.063	0.0	0.029	19.594	0.021	0	0	0	0	194.100318897	0	1.4	1
113513.32+434003.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.019	18.806	0.017	0	0	0	0	8.03204714434	0	1.4	1
113514.00-015604.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.053	0.0	0.026	19.495	0.018	0	0	0	0	1.87079520848	0	1.4	1
113527.42+163920.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.02	18.128	0.016	0	0	15.914	0.216	2.32073872363	0	1.4	1
113541.11+454042.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.021	19.971	0.025	0	0	0	0	15.0392524299	0	1.4	1
113546.71+044348.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.016	18.994	0.021	0	0	0	0	1.2601616214	0	1.4	1
113551.30+424518.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.04	0.0	0.038	19.484	0.03	0	0	15.676	0.224	1.8198108453	0	1.4	1
113555.20+561147.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.039	0.0	0.022	19.255	0.02	0	0	0	0	1.93921628199	0	1.4	1
113559.82+435605.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.028	19.076	0.018	0	0	0	0	4.26998401203	0	1.4	1
113603.63+632743.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.022	19.627	0.025	0	0	0	0	18.3326922877	0	1.4	1
113603.82+585908.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.03	19.04	0.013	0	0	0	0	28.7624746503	0	1.4	1
113604.92+522558.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.078	0.0	0.035	20.832	0.034	0	0	0	0	2.48900775025	0	1.4	1
113613.37+033840.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.023	18.735	0.021	0	0	16.719	16.719	3.93030495527	0	1.4	1
113613.49+144819.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.026	19.047	0.017	0	0	15.567	0.209	92.390272686	0	1.4	1
113614.74+212226.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.048	0.0	0.019	18.989	0.016	0	0	17.745	17.745	4.28179872899	0	1.4	1
113615.08-002314.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.024	18.508	0.016	0	0	15.487	0.214	5.97071372699	0	1.4	1
113617.49+604709.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.047	19.463	0.018	0	0	0	0	61.2669483286	0	1.4	1
113625.42+100523.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.022	17.696	0.014	0	0	14.699	0.104	1.15034007265	0	1.4	1
113627.34+340739.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.031	19.808	0.021	0	0	0	0	151.086704651	0	1.4	1
113627.95+564341.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.103	0.0	0.024	19.293	0.018	0	0	15.84	0.234	123.830107205	0	1.4	1
113629.29-015248.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.033	19.079	0.018	0	0	0	0	3.68830008769	0	1.4	1
113632.24-030250.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.024	19.021	0.016	0	0	0	0	8.6223619336	0	1.4	1
113632.70+394035.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.046	0.0	0.025	19.163	0.019	0	0	15.879	0.245	1.87943040681	0	1.4	1
113634.73+022050.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.024	18.605	0.02	0	0	15.958	0.275	2.24091946466	0	1.4	1
113634.93+610620.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.064	0.0	0.037	20.64	0.041	0	0	0	0	15.3753938361	0	1.4	1
113636.78+390005.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.011	0.0	0.019	16.267	0.015	0	0	14.023	0.049	5.3805447641	0	1.4	1
113639.20+372651.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.019	18.334	0.031	0	0	14.933	0.104	17.5237177266	0	1.4	1
113650.22+300555.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.026	18.966	0.024	0	0	0	0	11.674176335	0	1.4	1
113651.66+445016.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.036	17.117	0.016	0	0	0	0	1.22018659331	0	1.4	1
113655.95+343237.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.018	17.461	0.019	0	0	13.825	0.05	1.65968721649	0	1.4	1
113658.36+024220.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.17	0.0	0.029	19.98	0.024	0	0	0	0	1.0102439282	0	1.4	1
113701.18+293615.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.061	0.0	0.031	20.486	0.03	0	0	0	0	1.05980569498	0	1.4	1
113702.86+154656.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.03	0.0	0.019	18.678	0.018	0	0	15.571	0.162	1.28004798092	0	1.4	1
113705.76+292904.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.124	0.0	0.031	20.143	0.032	0	0	16.241	0.269	8.59065442157	0	1.4	1
113707.34+092420.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.014	17.761	0.019	0	0	15.471	0.241	1.19021727369	0	1.4	1
113709.15+344155.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.018	18.725	0.019	0	0	17.066	17.066	23.400559906	0	1.4	1
113709.16+524131.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.07	0.0	0.044	20.046	0.032	0	0	0	0	168.743187653	0	1.4	1
113709.49+390723.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.039	0.0	0.025	17.856	0.021	0	0	15.657	0.199	1.15034007265	0	1.4	1
113714.01+470609.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.016	17.86	0.014	0	0	15.522	0.182	1.53047503184	0	1.4	1
113714.26-015334.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.07	0.0	0.04	20.186	0.032	0	0	0	0	3.20941774054	0	1.4	1
113716.36+371046.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.023	18.304	0.018	0	0	16.913	16.913	10.4238042933	0	1.4	1
113722.84+544155.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.039	0.0	0.018	18.612	0.021	0	0	17.012	17.012	2.48900775025	0	1.4	1
113729.42+375224.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.948	0.0	0.061	20.244	0.032	0	0	0	0	2.69914520584	0	1.4	1
113737.62+274901.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.026	20.024	0.024	0	0	0	0	8.71016232896	0	1.4	1
113738.04+103930.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.014	0.0	0.019	16.611	0.012	0	0	13.464	0.051	1.90031785499	0	1.4	1
113746.02+175033.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.019	18.542	0.021	0	0	15.88	0.24	9.10387422157	0	1.4	1
113753.20+043243.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.052	0.0	0.026	19.138	0.022	0	0	0	0	18.468271435	0	1.4	1
113753.94+361440.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.024	20.228	0.038	0	0	0	0	54.9574089307	0	1.4	1
113800.11+085633.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.052	0.0	0.027	18.919	0.023	0	0	17.315	17.315	4.55854502716	0	1.4	1
113801.83+490506.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.02	18.228	0.021	0	0	15.349	0.166	2.1698326953	0	1.4	1
113802.39+252425.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.037	0.0	0.018	19.384	0.026	0	0	0	0	262.316886478	0	1.4	1
113807.83+531231.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.022	18.675	0.027	0	0	16.109	0.318	1.23944211488	0	1.4	1
113808.68+431907.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.014	17.811	0.016	0	0	14.778	0.092	41.3453096544	0	1.4	1
113811.59+382119.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.062	0.0	0.026	18.788	0.015	0	0	15.243	0.138	2.25957233545	0	1.4	1
113815.74+151955.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.026	18.254	0.018	0	0	15.693	0.195	4.28969336272	0	1.4	1
113818.80+415226.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.029	19.668	0.029	0	0	16.192	0.291	6.05935292977	0	1.4	1
113821.14+474515.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.046	0.0	0.033	19.426	0.05	0	0	17.789	17.789	152.063943494	0	1.4	1
113824.54+365327.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.067	0.0	0.017	18.872	0.019	0	0	15.138	0.118	12.5437170468	0	1.4	1
113832.14+133007.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.032	0.0	0.024	18.951	0.024	0	0	0	0	3.62098102433	0	1.4	1
113836.93+524511.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.045	0.0	0.059	18.863	0.033	0	0	15.636	0.218	16.967827834	0	1.4	1
113853.34+230739.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.06	0.0	0.022	19.5	0.027	0	0	17.651	17.651	4.36944471666	0	1.4	1
113854.51+394553.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.023	0.0	0.014	18.742	0.023	0	0	15.763	0.242	20.8749886927	0	1.4	1
113855.42+514831.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.015	17.43	0.012	0	0	15.201	0.158	2.77988127969	0	1.4	1
113910.10+373211.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.018	17.177	0.017	0	0	15.099	0.12	1.91084846991	0	1.4	1
113916.16+193518.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.026	18.627	0.015	0	0	15.337	0.223	3.74995666432	0	1.4	1
113917.77+225607.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.023	19.088	0.028	0	0	0	0	5.10065851589	0	1.4	1
113921.81+154920.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.027	0.0	0.043	18.967	0.015	0	0	0	0	4.88007221725	0	1.4	1
113924.78+364202.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.051	0.0	0.023	19.669	0.027	0	0	15.913	0.256	66.1951619323	0	1.4	1
113925.26+185418.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.025	18.226	0.018	0	0	14.697	0.11	28.0560320448	0	1.4	1
113933.90+275738.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.042	0.0	0.021	18.931	0.015	0	0	0	0	72.5147324455	0	1.4	1
113936.62+035311.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.016	0.0	0.019	17.952	0.012	0	0	14.958	0.145	2.01941812046	0	1.4	1
113949.39+460012.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.015	0.0	0.061	18.174	0.022	0	0	17.559	17.559	1.00006044218	0	1.4	1
114004.35-010527.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.06	0.0	0.029	19.065	0.03	0	0	15.256	0.159	9.33310708723	0	1.4	1
114010.16+455724.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.026	0.0	0.018	18.145	0.018	0	0	14.897	0.133	8.58274577907	0	1.4	1
114014.95+085222.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.039	0.0	0.019	19.125	0.02	0	0	0	0	1.50947612717	0	1.4	1
114016.67+005351.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.024	0.0	0.012	17.672	0.011	0	0	15.423	0.205	103.950420125	0	1.4	1
114017.94-024749.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.066	0.0	0.037	20.534	0.044	0	0	0	0	11.2312022728	0	1.4	1
114030.37+262718.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.054	0.0	0.028	20.037	0.025	0	0	0	0	3.36997166197	0	1.4	1
114031.88+104722.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.047	0.0	0.016	19.13	0.017	0	0	0	0	1.9196685457	0	1.4	1
114041.47+124459.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.036	0.0	0.021	19.096	0.02	0	0	17.165	17.165	1.87943040681	0	1.4	1
114046.80+441609.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.017	19.138	0.021	0	0	0	0	9.36755494076	0	1.4	1
114047.89+462204.8	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.014	0.0	0.015	15.881	0.014	0	0	12.67	0.029	78.854457622	0	1.4	1
114048.09+332908.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.019	0.0	0.023	18.173	0.016	0	0	0	0	21.0681425849	0	1.4	1
114054.56+264335.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.035	0.0	0.019	19.001	0.017	0	0	0	0	263.770515991	0	1.4	1
114106.59-014107.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.016	19.302	0.018	0	0	0	0	3.85856880528	0	1.4	1
114107.44+522818.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.018	0.0	0.019	16.926	0.018	0	0	15.125	0.115	1.18039197681	0	1.4	1
114107.96+242059.1	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.018	18.822	0.016	0	0	16.969	16.969	3.47077330851	0	1.4	1
114111.15+300441.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.016	0.0	0.019	17.779	0.019	0	0	16.914	16.914	1.00006044218	0	1.4	1
114112.15+605316.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.075	0.0	0.027	20.125	0.027	0	0	0	0	1.53047503184	0	1.4	1
114117.63-001250.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.022	0.0	0.014	18.303	0.017	0	0	15.186	0.149	16.4447111263	0	1.4	1
114120.71+100524.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.012	18.854	0.022	0	0	15.727	0.264	41.1174571891	0	1.4	1
114124.06+421750.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.057	0.0	0.019	19.76	0.022	0	0	0	0	76.142345177	0	1.4	1
114130.10+381351.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.016	0.0	0.02	17.543	0.016	0	0	15.185	0.134	2.32930440995	0	1.4	1
114133.26+562132.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.056	0.0	0.029	19.553	0.025	0	0	17.605	17.605	1.01959160018	0	1.4	1
114134.18+283700.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.021	18.862	0.021	0	0	17.7	17.7	21.8990991003	0	1.4	1
114143.88+141509.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.029	0.0	0.024	18.253	0.015	0	0	15.073	0.106	1.44021141544	0	1.4	1
114147.30+335509.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.024	19.062	0.02	0	0	0	0	1.77021594757	0	1.4	1
114153.33+021924.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.418	0.0	0.023	18.628	0.02	0	0	15.217	0.177	2.82895636593	0	1.4	1
114200.31+373043.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.09	0.0	0.028	20.297	0.027	0	0	0	0	67.4879519596	0	1.4	1
114201.23-004442.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.034	0.0	0.022	19.291	0.018	0	0	0	0	27.978617365	0	1.4	1
114204.36+470616.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.1	0.0	0.062	19.863	0.023	0	0	0	0	1.3403747837	0	1.4	1
114217.73+313907.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.055	0.0	0.027	19.331	0.022	0	0	17.167	17.167	110.363699216	0	1.4	1
114231.81+250338.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.02	0.0	0.011	17.261	0.019	0	0	13.439	0.038	1.00006044218	0	1.4	1
114232.18+035908.4	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.031	0.0	0.029	19.249	0.023	0	0	0	0	1.54037424603	0	1.4	1
114243.36+333025.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.033	0.0	0.034	17.985	0.017	0	0	16.617	16.617	13.983833647	0	1.4	1
114250.92+263422.7	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.026	19.283	0.02	0	0	0	0	2.74932606177	0	1.4	1
114256.63+042731.3	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.023	18.049	0.014	0	0	15.271	0.176	1.13038464352	0	1.4	1
114257.21+212911.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.028	0.0	0.018	17.753	0.019	0	0	16.006	0.27	28.2115045985	0	1.4	1
114302.24+144838.6	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.038	0.0	0.02	19.41	0.021	0	0	0	0	55.0080498924	0	1.4	1
114306.02+184342.9	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.028	0.0	0.023	16.902	0.017	0	0	14.698	0.105	43.8557203527	0	1.4	1
114311.02+053516.0	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.049	0.0	0.027	19.329	0.018	0	0	17.499	17.499	193.743102006	0	1.4	1
114312.04+535048.2	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.05	0.0	0.021	19.685	0.023	0	0	0	0	4.88007221725	0	1.4	1
114312.12+462326.5	Quasar (OPTICAL Sel.)	SDSS_DR7	0	0	0.0	0.025	0.0	0.024	18.895	0.021	0	0	0	0	120.23371021	0	1.4	1
